Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0,0,0.01,0.1,0,0,tbd,0
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,0,0,0.1,0,0.1,0,0,0,0
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0,0.01,0.1,0,0,0,0
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,0.08,0.02,0,0.01,0.1,0,0,0,0
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0,0,0.01,0.1,61,23,7.4,10
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0,0,0.01,0.1,0,0,tbd,0
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,0,0,0.1,0,0.1,0,0,0,0
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,78,17,8.6,10
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0,0,0.1,78,15,9.3,23
Syberia,XB,2003,Action,Microids,0.08,0.02,0,0,0.1,72,17,7,5
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0,0,0.01,0.1,72,7,0.6,24
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.01,0.1,66,9,6,5
G1 Jockey 3,PS2,2002,Sports,THQ,0.02,0.01,0.07,0,0.1,71,12,9,10
Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0,0,0.01,0.1,0,0,tbd,0
Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,0,0,0.1,0,0.1,0,0,0,0
Exit DS,DS,2008,Puzzle,Square Enix,0.09,0,0.01,0.01,0.1,64,25,6.7,6
Revolution X,PS,1995,Shooter,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,0,0,0,0
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0,0,0.1,0,0.1,0,0,0,0
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0,0,0.1,76,26,9.2,21
Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,52,23,6.5,30
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0,0.04,0.01,0.1,73,17,7.9,18
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,0.07,0.03,0,0,0.1,0,0,0,0
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,0,0,0,0
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0,0,0.01,0.1,0,0,0,0
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,0.09,0,0,0.01,0.1,51,25,tbd,0
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0,0.01,0.1,72,28,7.5,14
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,0,0,0.1,0,0.1,0,0,0,0
Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0,0.01,0.1,66,44,8.3,57
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,0.09,0.01,0,0.01,0.1,0,0,tbd,0
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0,0.01,0.1,0,0,tbd,0
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,0.08,0.02,0,0,0.1,0,0,0,0
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0,0.01,0.1,51,45,6.2,24
Just In Time Translations,DS,2009,Misc,THQ,0.1,0,0,0.01,0.1,0,0,tbd,0
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,0,0,0.1,0.01,0.1,0,0,0,0
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.1,0,0,0,0
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0,0,0.1,0,0.1,0,0,0,0
Rome: Total War,PC,2004,Strategy,Activision,0,0.09,0,0.02,0.1,92,58,9.1,1050
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,0,0,0,0
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.01,0.1,87,83,7.6,896
WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0,0,0.01,0.1,62,9,tbd,0
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0,0,0.01,0.1,34,9,tbd,0
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0,0,0.1,0,0.1,0,0,0,0
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,0.1,0,0,0.01,0.1,59,5,tbd,0
Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0,0.01,0.1,54,9,5.3,17
Culdcept DS,DS,2008,Strategy,Sega,0,0,0.1,0,0.1,0,0,0,0
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0,0,0.01,0.1,72,7,3.4,27
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0,0.02,0.1,0,0,tbd,0
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39,32,5.6,34
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0,0.01,0.1,0,0,0,0
Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0,0,0.1,84,33,8.1,19
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,0,0,0.1,0,0.1,0,0,0,0
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0,0,0.1,58,8,tbd,0
FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.1,60,21,8,9
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0,0.01,0.1,0,0,tbd,0
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.01,0.1,77,10,5.7,30
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,0,0,0,0
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,0.09,0,0,0.01,0.1,0,0,0,0
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,0,0,0,0
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0,0,0.1,63,11,6.2,5
America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0,0,0.01,0.1,0,0,tbd,0
Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0,0.01,0.1,68,34,7.2,13
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0,0,0.01,0.1,0,0,tbd,0
Blue Stinger,DC,1999,Adventure,Activision,0,0,0.1,0,0.1,0,0,0,0
Shellshock,PS,1995,Action,Core Design Ltd.,0.06,0.04,0,0.01,0.1,0,0,0,0
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0,0,0.01,0.1,56,14,8.8,4
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,0.09,0,0,0.01,0.1,60,6,tbd,0
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0,0,0.1,80,26,8.7,13
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0,0,0.1,0,0.1,0,0,0,0
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0,0,0.1,0,0.1,0,0,0,0
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0,0,0.1,70,13,7.6,7
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,0,0,0.1,0,0.1,0,0,0,0
PictoImage,DS,2007,Puzzle,Sega,0.09,0,0,0.01,0.1,61,11,tbd,0
Urban Chaos,PS,1999,Action,Eidos Interactive,0.06,0.04,0,0.01,0.1,0,0,0,0
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0,0.01,0.1,0,0,tbd,0
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,0,0,0.1,0,0.1,0,0,0,0
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0,0.08,0,0.02,0.1,0,0,0,0
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.09,0,0,0.01,0.1,0,0,tbd,0
Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0,0.01,0.1,66,20,tbd,0
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0,0.1,75,21,8.9,23
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,0.04,0.03,0.02,0.01,0.1,57,28,7.2,6
Football Manager 2014,PSV,2013,Sports,Sega,0,0.08,0,0.02,0.1,0,0,0,0
Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0,0,0.1,71,26,tbd,0
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.1,0,0.1,0,0,0,0
Flushed Away,DS,2006,Platform,D3Publisher,0.09,0,0,0.01,0.1,0,0,0,0
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0,0.1,85,18,8.4,7
Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0,0,0.1,0,0.1,0,0,0,0
Surf's Up,X360,2007,Sports,Ubisoft,0.09,0,0,0.01,0.1,61,15,6.1,9
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0,0.08,0,0.02,0.1,0,0,0,0
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.01,0.1,0,0,tbd,0
X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0,0,0.1,53,38,8.1,7
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,0.05,0.04,0,0.01,0.1,58,27,8.2,9
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Backyard Baseball '10,Wii,2009,Sports,Atari,0.09,0,0,0.01,0.1,0,0,tbd,0
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,71,17,6.3,39
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.01,0.1,52,19,4.2,6
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0,0.1,62,24,7.9,8
Minority Report: Everybody Runs,GC,2002,Action,Activision,0.08,0.02,0,0,0.1,53,19,tbd,0
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58,16,6.8,8
Football Director DS,DS,2008,Sports,Pinnacle,0,0.1,0,0,0.1,0,0,0,0
Project Hacker: Kakusei,DS,2006,Action,Nintendo,0,0,0.1,0,0.1,0,0,0,0
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0,0.01,0.1,0,0,tbd,0
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0,0.01,0.1,66,8,tbd,0
Terraria,PSV,2013,Action,Screenlife,0,0.01,0.09,0,0.1,85,17,7.8,112
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.01,0.1,0,0,tbd,0
The Whispered World,PC,2009,Adventure,Deep Silver,0,0.08,0,0.02,0.1,70,41,7.6,77
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,0.06,0.04,0,0.01,0.1,0,0,0,0
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,0.08,0.02,0,0,0.1,0,0,0,0
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0,0,0.1,0,0.1,0,0,0,0
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.01,0.1,0,0,5.1,8
Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0,0.01,0.1,0,0,tbd,0
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0,0.01,0.1,53,11,6.5,4
KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.07,0,0.02,0.01,0.1,0,0,0,0
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,0,0,0.1,0,0.1,0,0,0,0
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0,0.01,0.1,65,12,7,5
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,0.08,0.02,0,0,0.1,76,31,8.1,9
Draglade,DS,2007,Fighting,505 Games,0.09,0,0,0.01,0.1,71,23,7.5,4
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0,0,0.01,0.1,68,7,6.2,20
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0,0,0.01,0.1,0,0,tbd,0
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1,82,6,tbd,0
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,0.06,0.04,0,0.01,0.1,0,0,0,0
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0,0.01,0.1,76,16,7.8,22
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0,0,0.1,0,0.1,0,0,0,0
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0,0,0.01,0.1,0,0,tbd,0
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,0,0,0.1,0,0.1,0,0,0,0
Dancing on Ice,Wii,2010,Sports,Ghostlight,0,0.09,0,0.01,0.1,0,0,0,0
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0,0.03,0.01,0.1,41,19,5.3,37
The Destiny of Zorro,Wii,2009,Action,505 Games,0.09,0,0,0.01,0.1,0,0,tbd,0
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,0,0,0.1,0,0.1,0,0,0,0
Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0,0,0.1,33,11,6.3,6
Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0,0.01,0.1,65,11,7.5,4
Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0,0.03,0.07,0.01,0.1,65,12,7.8,63
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.01,0.1,0,0,6.8,17
HOP,DS,2011,Platform,505 Games,0.08,0.01,0,0.01,0.1,0,0,0,0
USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0,0,0.01,0.1,0,0,tbd,0
Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0,0,0.1,0,0.1,0,0,0,0
Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0,0.01,0.1,0,0,tbd,0
Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0,0,0.1,80,15,8,5
My Healthy Cooking Coach,DS,N/A,Simulation,Unknown,0.09,0,0,0.01,0.1,0,0,tbd,0
SNK vs. Capcom: SVC Chaos,XB,2004,Fighting,Ignition Entertainment,0.08,0.02,0,0,0.1,0,0,0,0
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01,0.1,49,35,3.1,45
Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.09,0,0,0.01,0.1,56,8,tbd,0
Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0,0.01,0.1,37,5,4.1,33
Sudoku Mania,DS,2006,Puzzle,Zoo Digital Publishing,0.09,0,0,0.01,0.1,25,4,3.5,4
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.01,0.1,49,9,8,11
Choujikuu Yousai Macross: Ai Oboete Imasu ka,SAT,1997,Shooter,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0,0.01,0.1,75,22,7.5,106
Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.01,0.1,0,0,0,0
Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0,0.01,0.1,68,11,tbd,0
Dragonseeds,PS,1998,Action,Jaleco,0.03,0.02,0.04,0.01,0.1,0,0,0,0
The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0,0,0.1,75,50,8.8,4
Nodame Cantabile,DS,2007,Misc,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0,0,0.01,0.1,0,0,0,0
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.01,0.1,78,47,8.3,13
World Snooker Championship 2007,PS3,2007,Sports,Sega,0,0.1,0,0,0.1,0,0,0,0
L'Aigle de Guerre,GBA,2001,Strategy,Nintendo,0,0,0.1,0,0.1,0,0,0,0
Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0,0,0.1,0,0.1,0,0,0,0
Lode Runner 3-D,N64,1998,Action,Infogrames,0.08,0.02,0,0,0.1,0,0,0,0
Indy Racing 2000,N64,2000,Racing,Infogrames,0.08,0.02,0,0,0.1,0,0,0,0
GT64 Championship Edition,N64,1998,Racing,Ocean,0.08,0.02,0,0,0.1,0,0,0,0
Milo's Astro Lanes,N64,1998,Sports,Interplay,0.08,0.02,0,0,0.1,0,0,0,0
Jeopardy!,N64,1998,Misc,GameTek,0.08,0.02,0,0,0.1,0,0,0,0
Disney's Donald Duck: Goin' Quackers,N64,2000,Platform,Ubisoft,0.08,0.02,0,0,0.1,0,0,0,0
Aidyn Chronicles: The First Mage,N64,2001,Role-Playing,THQ,0.08,0.02,0,0,0.1,0,0,0,0
Virtual Pool 64,N64,1998,Sports,Crave Entertainment,0.08,0.02,0,0,0.1,0,0,0,0
Flying Dragon,N64,1997,Fighting,Natsume,0.08,0.02,0,0,0.1,0,0,0,0
International Superstar Soccer 64 (weekly JP sales),N64,1997,Sports,Konami Digital Entertainment,0,0,0.05,0.05,0.1,0,0,0,0
Gekido,PS,1999,Fighting,Infogrames,0.06,0.04,0,0.01,0.1,0,0,0,0
Myst,DS,2007,Adventure,Midway Games,0.09,0,0,0.01,0.1,43,25,3.5,6
Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Disney's The Jungle Book,GBA,2002,Platform,Ubisoft,0.07,0.03,0,0,0.1,60,4,tbd,0
Puss in Boots,DS,2011,Action,THQ,0.08,0.01,0,0.01,0.1,0,0,tbd,0
Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0,0.02,0.1,54,15,tbd,0
Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0,0.01,0.1,0,0,7.2,57
Army Men World War: Team Assault,PS,2001,Action,3DO,0.06,0.04,0,0.01,0.1,0,0,0,0
Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0,0.01,0.1,57,10,tbd,0
nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0,0.01,0.1,64,49,7.1,16
Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0,0,0.1,77,21,8.6,8
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55,59,6.1,41
Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0,0,0.01,0.1,77,12,7.5,14
Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0,0,0.01,0.1,67,5,7.3,8
Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0,0,0.01,0.1,32,4,1.8,4
NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0,0,0.01,0.1,69,17,7.7,7
Marvel vs. Capcom: Clash of Super Heroes,DC,1999,Fighting,Capcom,0,0,0.1,0,0.1,0,0,0,0
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0,0,0.1,69,25,7.4,5
King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0,0.01,0.1,60,14,8.5,13
LEGO Rock Raiders,PS,1999,Strategy,LEGO Media,0.06,0.04,0,0.01,0.1,0,0,0,0
Ghost in the Shell,PS,1997,Simulation,Sony Computer Entertainment,0.06,0.04,0,0.01,0.1,0,0,0,0
Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0,0.01,0.1,17,11,1.7,37
Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0,0,0.01,0.1,39,6,tbd,0
Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0,0,0.01,0.1,0,0,tbd,0
Evil Dead: Fistfull of Boomstick,XB,2003,Action,THQ,0.07,0.02,0,0,0.1,0,0,0,0
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0,0.1,0,0,tbd,0
Harvest Moon DS Cute (jp sales),DS,2005,Simulation,Marvelous Interactive,0,0,0.1,0,0.1,0,0,0,0
Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0,0,0.01,0.1,55,4,tbd,0
Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0,0,0.1,84,51,7.7,39
Bleach: Dark Souls (JP sales),DS,2007,Fighting,Sega,0,0,0.1,0,0.1,0,0,0,0
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,2007,Misc,Benesse,0,0,0.1,0,0.1,0,0,0,0
Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0,0.01,0.1,0,0,tbd,0
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0,0.1,61,26,tbd,0
Cabela's North American Adventures,PSP,2010,Sports,Activision,0.09,0,0,0.01,0.1,0,0,7.8,5
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.01,0.1,75,6,tbd,0
Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0,0,0.1,28,13,4.6,8
Crime Crackers,PS,1994,Role-Playing,Sony Computer Entertainment,0,0,0.09,0.01,0.1,0,0,0,0
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,75,37,6.1,24
SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0,0,0.01,0.1,0,0,0,0
Micro Machines V3,PS,1997,Racing,Codemasters,0.06,0.04,0,0.01,0.1,0,0,0,0
X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0,0.01,0.1,36,10,4.5,15
College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1,82,17,9.2,6
Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0,0.03,0.01,0.1,73,36,8.2,35
"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,0.08,0.01,0,0.01,0.1,0,0,0,0
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",DC,2000,Adventure,Sega,0,0,0.1,0,0.1,0,0,0,0
Happy Feet Two,DS,N/A,Action,Warner Bros. Interactive Entertainment,0.08,0.01,0,0.01,0.1,0,0,tbd,0
Idol Janshi Suchie-Pai Remix,SAT,1995,Misc,Jaleco,0,0,0.1,0,0.1,0,0,0,0
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.03,0.06,0,0.01,0.1,0,0,5.7,65
Exhibition Volume 03,XB,2003,Misc,Microsoft Game Studios,0.07,0.02,0,0,0.1,0,0,0,0
Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0,0,0.1,0,0.1,0,0,0,0
Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,THQ,0.07,0.02,0,0.01,0.1,54,4,tbd,0
Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0,0,0.01,0.1,62,19,8,8
Zero4 Champ RR-Z,SNES,1995,Racing,Media Rings,0,0,0.1,0,0.1,0,0,0,0
Initial D: Street Stage,PSP,2006,Racing,Sega,0,0,0.1,0,0.1,0,0,0,0
Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0,0,0.1,0,0.1,0,0,0,0
Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0,0.01,0.1,43,12,5,56
Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.09,0,0,0.01,0.1,0,0,0,0
Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0,0.01,0.1,47,11,tbd,0
Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0,0,0.1,46,17,8,10
Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0,0,0.1,0,0.1,0,0,0,0
Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0,0.08,0,0.02,0.1,0,0,0,0
Opoona,Wii,2007,Role-Playing,Tecmo Koei,0.08,0,0.01,0.01,0.1,65,33,7.7,14
Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0,0.01,0.1,0,0,1.4,10
Naruto Shippuden: Gekito Ninja Taisen! EX,Wii,2007,Fighting,Takara Tomy,0,0,0.1,0,0.1,0,0,0,0
Universal Studios Theme Parks Adventure,GC,2001,Misc,Kemco,0.08,0.02,0,0,0.1,39,11,2.9,11
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0,0,0.1,0,0.1,0,0,0,0
Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0,0.02,0.1,83,16,9.2,87
Piglet's Big Game,PS2,2003,Platform,Gotham Games,0.05,0.04,0,0.01,0.1,0,0,tbd,0
Real Bout Garou Densetsu,SAT,1996,Fighting,SNK,0,0,0.1,0,0.1,0,0,0,0
